FILTRO,REGION,REGION_CAB,NOM_COMUNA,ZONA,FENC_DD,FENC_MM,MB_P1_1,MB_P1_2,MB_P1_3,MB_P2,MB_P3,MB_P4,MB_P5,MB_P6,MB_P7,MB_P8,MB_P9,MB_P10,MB_P11,MB_P12,MB_P13,MB_P14,MB_P15,MB_P16,MB_P16_OTRO,MB_P16_A,MB_P16_A_OTRO,MB_P17,MB_P17_OTRO,MB_P17_A,MB_P17_A_OTRO,MB_P18,MB_P18A,MB_P19_A,MB_P19_B,MB_P19_C,MB_P19_D,MB_P19_E,MB_P19_F,MB_P19_G,MB_P19_H,MB_P19_I,MB_P19_J,MB_P19_K,MB_P19_L,MB_P19_M,MB_P19_N,MB_P19_O,MB_P19_P,MB_P19_Q,MB_P19_R,MB_P19_S,MB_P19_T,MB_P19_U,MB_P19_V,MB_P19_W,MB_P19_X,MB_P19_Y,MB_P19_Z,MB_P19_AA,MB_P19_BB,MB_P19_CC,MB_P19_DD,MB_P19_EE,MB_P20,MB_P21,MB_P22_1,MB_P22_2,MB_P22_3,MB_P22_4,MB_P22_5,MB_P22_6,MB_P22_7,MB_P22_8,MB_P23,MB_P24,MB_P25_1,MB_P25_2,MB_P25_3,MB_P25_4,CISSP_25B_1_1,CISSP_25B_1_2,CISSP_25B_1_3,CISSP_25B_1_4,CISSP_25B_1_5,CISSP_25B_1_6,CISSP_25B_1_7,CISSP_25B_1_8,CISSP_25B_1_9,CISSP_25B_2_1,CISSP_25B_2_2,CISSP_25B_2_3,CISSP_25B_2_4,CISSP_25B_2_5,CISSP_25B_2_6,CISSP_25B_2_7,CISSP_25B_2_8,CISSP_25B_2_9,MB_P26,MB_P27,MB_P28,MB_P29,MB_P300,MB_P31,MB_P32,MB_P33_1,MB_P33_2,MB_P33_3,MB_P33_4,MB_P33_5,MB_P33_6,MB_P33_7,MB_P33_8,MB_P34_1,MB_P34_2,MB_P34_3,MB_P34_4,MB_P34_5,MB_P35,CISSP_1_1,CISSP_1_2,CISSP_2_1,CISSP_2_2,CISSP_2_3,CISSP_2_4,CISSP_2_5,CISSP_2_6,CISSP_2_7,CISSP_2_8,CISSP_2_9,CISSP_3,CISSP_4,CISSP_5,CISSP_6,CISSP_6_OTRO,CISSP_7,CISSP_8_1,CISSP_8_2,CISSP_9,CISSP_10,CISSP_11,CISSP_12_1,CISSP_12_2,CISSP_12_3,CISSP_12_4,CISSP_12_5,CISSP_12_6,CISSP_12_7,CISSP_12_8,CISSP_13_1,CISSP_13_2,CISSP_14_1,CISSP_14_2,CISSP_15,CISSP_16,CISSP_17,CISSP_18,CISSP_19_1,CISSP_19_2,CISSP_20,CISSP_21,CISSP_22_1,CISSP_22_2,CISSP_23,CISSP_24_1,CISSP_24_2,CISSP_24_3,CISSP_25_1,CISSP_25_2,CISSP_26,CISSP_27,CISSP_28,CISSP_29_1,CISSP_29_2,CISSP_29_3,CISSP_29_4,CISSP_29_5,CISSP_29_6,CISSP_30,CISSP_31,CISSP_32,CISSP_33_ANO,CISSP_33_MES,CISSP_34,CISSP_35,CISSP_36,CISSP_37,CISSP_38,CISSP_39_1,CISSP_39_2,CISSP_39_3,CISSP_39_4,CISSP_39_5,CISSP_39_6,CISSP_40_1,CISSP_40_2,CISSP_40_3,CISSP_40_4,CISSP_40_5,CISSP_40_6,CISSP_41,CISSP_42,CISSP_43,CISSP_43_OTRO,CISSP_44,CISSP_45,CISSP_46_1,CISSP_46_2,CISSP_46_3,CISSP_46_4,CISSP_46_5,CISSP_47,CISSP_48,CISSP_49,CISSP_50_1,CISSP_50_2,CISSP_51,DS_P1,DS_P2,DS_P2_EXACTA,DS_P2_EDAD_APROX,DS_P2A_DIA,DS_P2A_MES,DS_P2A_ANO,DS_P3,DS_P4,DS_P5,DS_P6,DS_P6_HORAS,DS_P7,DS_P8,DS_P8_EXACTO,DS_P9,DS_P10,DS_P10_EXACTO,DS_P11,DS_P12,DS_P13A,DS_P13A_PRINCIPAL,DS_P13B,DS_P13B_PRINCIPAL,DS_P13C,DS_P13C_FUNCION,DDP13ciuo08,DS_P14,DS_P15,DS_P16,DS_P17,DS_P17_NHORAS,DS_P18,DS_P19,DS_P20A,DS_P20A_ACTIVIDAD,DS_P20B,DS_P20B_FUNCIONES,DS_P20C,DS_P20C_OTRO,DDP20cuio08,DS_P21,DS_P22,DS_P23,DS_P24,DS_P25,DS_P25_OTRA,DS_P26,DS_P27,DS_P28,DS_P29,DS_P29_OTRO,DS_P30,DS_P31,DS_P31_OTRO,DS_P32A,DS_P32A_OTRO,DS_P32B,DS_P32B_OTRO,DS_P32C,DS_P32C_OTRO,DS_P33,DS_P33_EDAD,DS_P34,DS_P35,DS_P36,DS_P37,DS_P37_OTRO,DS_P38,DS_P38_OTRO,DS_P39,DS_P40,DS_P41,P42_1,P42_2,P42_3,P42_4,P42_5,P42_6,P42_7,P42_8,P42_9,P42_10,P42_11,P42_12,P42_13,P42_14,P42_15,P42_16,P42_17,P43_1,P43_2,P43_3,P43_4,P43_5,P43_6,PONDERADOR,SEXO_ENTREV,EDAD_ENTREV,TRAMO_EDAD,GSE,POSICION_POLITICA,ESCOLARIDAD
1025,De Los Lagos,10,Maulln,2,14,4,5,3,2,1,2,4,3,2,2,2,2,2,2,2,2,2,3,4,-,,-,1,-,,-,1,,4,2,2,6,2,2,2,2,4,2,3,2,4,4,6,4,1,4,4,6,6,2,2,2,2,3,4,2,9,6,6,2,2,2,3,2,2,2,3,2,1,2,2,4,4,4,2,1,1,1,4,4,3,3,3,4,1,4,4,3,4,3,1,4,2,2,1,4,2,2,2,1,3,3,3,3,3,3,2,2,2,4,2,4,4,3,2,4,1,2,2,2,2,1,2,1,2,1,4,2,,-,2,3,1,3,1,2,2,4,2,2,2,2,2,2,4,4,5,1,3,2,1,1,5,5,4,2,1,1,1,1,1,1,4,1,1,4,4,1,2,4,2,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,1,1,1,3,3,4,2,1,4,3,2,1,52,,17,4,1962,13,5,1,1,15,1,,,1,1,4,2,2,1,ADMINISTRACIN DE CABAAS,1,"ADMINISTRAR, RECIBIR GENTE, ATENCIN DE PUBLICO",1,EMPRESARIO O PRESTADOR DE SERVICIOS DE BUCEO,3343,2,2,1,1,60,3,1,1,EMPRESARIO DE BUSES DE TRANSPORTE DE PASAJEROS,1,ADMINISTRADOR DE EMPRESA,1,TRANSPORTE PASAJEROS,8322,1,4,4,3,1,-,5,7,1,4,-,88,1,1,1,1,1,0,1,0,98,,10,10,1,1,-,1,-,5,1,3,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1,2,0.144,2,52,4,3,1,4
1026,De Los Lagos,10,Maulln,2,14,4,11,3,14,3,2,4,3,2,1,2,1,1,1,1,1,1,2,9,-,7,-,8,-,8,-,8,1,4,3,6,6,5,3,3,6,6,4,3,4,8,6,6,6,6,4,2,6,6,8,6,4,4,4,8,4,6,6,6,1,8,5,5,5,6,7,6,1,1,2,1,8,3,5,3,4,2,2,4,3,2,3,2,2,3,2,4,4,4,3,3,2,3,1,2,4,2,2,2,1,2,8,2,8,1,8,2,2,4,4,2,2,2,3,4,4,1,1,1,1,1,1,1,5,1,3,1,2,,-,2,1,2,2,1,2,2,3,4,2,2,2,2,2,2,5,4,5,2,1,1,1,3,5,4,1,1,1,3,3,2,4,2,2,3,4,2,1,2,2,2,5,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,1,1,1,2,3,2,1,2,2,4,2,1,39,,25,5,1975,12,4,1,1,45,1,,,2,,,1,2,1,MANIPULADORA DE ALIMENTOS,1,"COCINAR, ATENDER LOS NIOS",1,"EMPRESA DE ALIMENTOS PARA COLEGIO , CASINOS , ETC.",5120,1,3,,,,,,,-,,-,,-,,,2,2,2,2,-,5,4,1,88,-,5,1,2,1,2,1,0,1,0,98,,7,9,5,1,-,1,-,5,1,4,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,0.335,2,39,3,4,5,3
1027,De Los Lagos,10,Puerto Varas,1,20,4,16,3,12,4,1,4,2,2,2,2,2,2,2,1,2,2,3,9,-,1,-,2,-,,-,3,,2,4,6,4,3,3,4,3,4,3,4,3,2,2,6,4,2,2,3,3,6,3,3,4,4,4,1,3,4,6,4,2,2,3,3,3,4,1,4,5,2,2,1,2,4,2,1,2,2,2,3,3,2,2,1,8,1,3,3,2,2,2,2,2,3,1,1,4,1,2,2,1,3,3,3,3,2,3,1,1,4,4,2,4,2,3,4,2,1,2,2,1,1,1,1,2,1,3,4,2,,-,2,3,4,1,1,2,2,2,2,2,2,2,2,2,4,2,4,3,2,1,1,1,3,4,3,2,2,1,3,4,2,4,4,2,2,1,4,2,2,2,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,-,,1,2,2,2,1,1,2,1,1,1,4,1,2,1,26,,2,11,1988,17,7,1,1,45,1,,,2,,,1,2,1,VENTAS,1,VENTAS,1,VENDER,5221,1,1,1,1,45,2,2,1,ARQUITECTO,1,DISEAR VIVIENDAS,1,DISEAR,2161,1,8,4,3,1,-,3,9,1,8,PARTIDO VERDE,88,1,2,1,2,1,0,1,0,98,,12,13,1,1,-,1,-,3,3,2,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,0.781,2,26,2,2,2,4
1028,De Los Lagos,10,Puerto Varas,1,20,4,3,2,16,2,3,4,3,3,2,2,2,2,2,2,1,2,3,9,-,9,-,1,-,,-,4,,4,2,3,2,3,2,4,4,4,1,4,4,3,3,2,2,2,3,2,2,2,2,1,4,2,4,1,4,4,6,2,2,2,1,1,2,1,1,3,1,1,2,2,4,4,2,2,4,2,2,4,2,3,3,3,3,3,4,3,3,2,3,3,3,4,1,1,4,2,1,2,1,3,2,3,3,1,2,3,2,4,4,4,4,2,3,4,2,1,2,2,1,1,1,1,2,2,3,2,2,,-,2,2,3,2,1,2,4,4,2,2,2,3,2,2,4,3,4,3,2,1,2,1,4,4,4,2,1,1,2,2,2,2,4,2,4,2,1,2,2,2,4,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,2,4,3,2,2,2,2,4,2,2,2,1,32,,20,7,1983,17,7,1,1,30,1,,,2,,,1,2,1,DISEADORA,1,DISEAR,1,DISEAR,2166,1,1,1,1,40,2,1,1,ARQUITECTO,1,DISEAR,1,DISEAR,2161,1,8,5,3,9,-,8,9,1,9,-,88,1,2,1,2,1,0,1,0,98,,11,12,5,1,-,1,-,3,3,2,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2,2,2,1,2,2,2,1,2,0.781,2,32,2,2,3,4
1029,De Los Lagos,10,Puerto Varas,1,20,4,5,14,10,3,3,3,3,3,2,2,2,2,2,2,2,2,3,9,-,9,-,4,-,4,-,3,,2,1,1,6,3,4,2,2,2,2,2,2,3,6,2,3,3,2,3,6,6,2,1,2,1,2,2,2,2,6,6,2,2,1,2,1,1,1,1,1,1,2,2,5,4,5,2,1,1,2,4,4,3,3,2,4,1,4,4,2,4,2,4,1,4,1,1,3,2,2,1,1,3,3,3,3,2,3,3,3,4,4,4,4,4,1,2,4,1,2,2,2,2,2,2,2,2,3,3,2,,-,3,4,2,2,1,2,2,4,4,2,2,2,2,2,5,5,5,5,2,1,3,1,5,5,4,2,1,1,1,3,2,2,5,1,2,4,4,4,4,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,1,1,1,1,2,3,3,2,4,2,2,1,48,,18,11,1967,8,2,1,1,20,1,,,2,,,2,2,1,LABORES DEL HOGAR,1,LABORES DEL HOGAR,1,LABORES DEL HOGAR,9111,2,3,,,,,,,-,,-,,-,,,5,4,3,1,-,2,5,1,9,-,88,1,3,1,3,1,0,1,0,98,,8,12,5,1,-,1,-,3,1,2,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,0.847,2,48,4,2,2,2
1030,De Los Lagos,10,Puerto Varas,1,17,4,3,9,7,3,2,3,3,2,1,2,2,2,1,1,1,1,2,9,-,1,-,2,-,,-,3,,2,2,2,4,4,3,4,2,4,2,4,4,2,6,4,2,4,4,4,4,2,4,2,4,2,4,2,2,2,6,4,2,2,1,5,4,5,2,5,5,2,1,1,4,4,3,4,2,1,3,3,3,2,2,2,4,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,3,1,4,4,4,4,4,1,4,2,1,1,2,2,2,2,1,2,2,3,3,2,,-,2,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2008,3,3,1,2,,,,,,,,,,,,,,,,,3,-,3,2,,,,,,3,3,3,2,4,4,2,1,68,,29,7,1947,10,3,2,,,1,,,2,,,1,2,1,ADMINISTRATIVA EN EMPRESA DE TRANSPORTE,1,ADMINISTRATIVA,1,ADMINISTRATIVA,3343,8,1,2,,,1,2,1,TRANSPORTISTA,1,CONDUCIR TRANSPORTES,1,TRANSPORTISTA,8322,8,3,4,3,1,-,3,6,1,2,-,88,1,4,1,4,1,0,1,0,98,,11,12,1,1,-,1,-,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,0.996,2,68,5,1,2,3
1033,De Los Lagos,10,Ancud,1,9,4,3,16,14,3,3,4,3,3,1,1,2,1,1,1,2,2,2,2,-,,-,1,-,,-,1,,3,3,2,6,3,2,1,3,2,3,4,3,3,4,6,3,3,3,4,3,6,3,2,3,3,4,4,3,6,6,4,1,2,3,3,3,4,4,4,4,3,2,2,4,4,2,2,2,2,3,3,3,3,3,3,2,2,2,3,3,4,3,3,2,2,1,2,3,1,2,1,1,3,1,2,2,2,2,1,1,4,3,2,3,2,3,2,3,1,1,1,2,2,2,2,1,2,1,2,2,,-,2,2,2,2,1,2,4,4,4,2,2,2,1,1,4,3,1,2,3,1,2,1,3,3,4,2,3,3,1,4,2,2,4,1,2,2,2,2,5,2,3,4,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,1,1,1,2,3,1,2,2,4,3,2,1,52,,25,6,1962,8,2,1,1,20,1,,,2,,,2,2,1,RECAUDADORA DE HOGAR DE CRISTO,1,RECAUDAR LOS FONDOS SOLIDARIOS QUE APORTA LA COMUNIDAD,1,"BENEFICIAR O AYUDAR SOCIALMENTE A LA GENTE DE ESCASOS RECURSOS Y VARIOS, ES EL HOGAR D3 CRISTO",4214,3,1,1,1,55,2,2,1,COMERCIANT3 CON IMPRENTA,1,"AT3NCIN DE PUBLICO, IMPRESIN, DISEAR, ETC.",1,IMPRENTA,5221,1,4,3,3,1,-,3,7,1,2,-,88,1,3,1,2,1,1,1,0,1,17,7,10,1,1,-,1,-,3,3,4,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,0.491,2,52,4,3,1,2
1034,De Los Lagos,10,Ancud,1,9,4,7,10,5,2,2,4,3,2,2,2,2,2,2,2,2,2,2,9,-,2,-,1,-,,-,2,,4,3,2,6,2,4,2,4,1,2,3,3,3,3,3,3,2,3,3,3,2,2,3,4,1,4,4,3,3,3,4,3,3,4,4,3,3,5,4,4,2,2,2,3,3,3,2,3,2,3,3,2,3,3,2,2,3,4,4,4,2,2,3,2,2,1,2,4,2,2,1,1,2,2,2,2,1,2,1,2,3,4,3,3,3,4,3,3,1,1,1,2,2,1,1,3,1,3,3,2,,-,2,2,4,2,1,2,1,3,3,1,3,2,1,1,5,1,3,5,1,3,1,4,3,5,9,2,3,1,2,2,1,4,1,1,3,2,2,2,3,3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,1,1,1,1,2,1,1,2,4,4,2,1,38,,25,11,1976,18,8,1,1,44,1,,,2,,,2,1,1,SUBROGANTE O ASISTENTE DEL JEFE DE ADQUISICIONES DE LA MUNICIPALIDAD,1,"COMPRAR, COTIZAR.",1,SERVICIO PUBLICO,9999,1,3,,,,,,,-,,-,,-,,,8,4,3,1,-,5,7,1,2,-,88,1,2,1,1,1,1,1,0,1,10,10,10,5,1,-,1,-,3,3,4,1,1,2,2,2,2,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,0.317,2,38,3,4,1,4
1035,De Los Lagos,10,Ancud,1,20,4,16,6,1,3,2,4,3,2,1,2,2,2,1,2,2,2,2,1,-,,-,2,-,,-,4,,3,3,2,4,4,4,4,3,4,2,3,2,3,3,3,4,1,4,4,2,3,1,2,4,2,1,1,2,1,3,3,2,2,4,4,5,6,3,4,5,2,1,1,1,1,1,1,3,3,3,4,2,1,1,1,3,2,3,4,3,3,2,2,3,3,1,1,4,2,2,2,1,3,3,3,3,1,3,3,1,4,4,4,2,2,1,4,4,1,2,2,2,2,2,2,3,2,4,4,2,,-,2,1,4,1,1,1,4,4,4,2,2,2,2,2,5,3,3,5,1,1,1,2,4,4,3,2,2,2,3,4,3,4,2,2,5,4,1,3,4,4,4,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,1,1,1,2,3,2,3,2,4,4,1,1,49,,14,2,1966,12,4,1,1,35,1,,,2,,,2,1,1,ENCARGADO DE ARCHIVO DE DIRECCIN DE OBRAS DE LA MUNICIPALIDAD,1,"ALMACENAMIENTO DE TODOS LOS PROYECTOS DE CONSTRUCCIONES ANCUD, ATENCIN DE PUBLICO",1,"SERVICIO PUBLICO DE ANCUD, AYUDAR A LA COMUNIDAD, MUNICIPALIDAD, ATENCIN INTEGRAL A LA CIUDADANOS",9999,1,3,,,,,,,-,,-,,-,,,4,4,3,1,-,8,5,1,1,-,88,1,1,1,1,1,0,1,0,98,,10,10,5,1,-,1,-,3,3,4,1,1,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0.458,1,49,4,4,3,3
1036,De Los Lagos,10,Ancud,1,9,4,15,5,16,3,3,4,1,2,2,2,2,2,2,2,2,2,3,5,-,,-,4,-,2,-,4,,3,4,6,6,2,4,2,6,6,2,2,2,2,6,6,6,2,3,2,6,6,6,6,3,4,3,2,6,3,6,6,2,2,4,4,3,3,4,4,4,2,2,2,4,5,4,3,3,2,4,3,2,2,3,2,3,2,3,3,3,3,2,2,2,2,2,2,4,1,2,1,1,3,2,2,3,1,3,2,1,5,5,5,5,5,1,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,-,1,1,4,2,1,2,2,2,2,2,2,1,1,1,4,3,3,4,2,1,2,1,3,3,4,2,1,1,3,2,2,2,2,2,4,2,4,2,4,4,4,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,1,1,1,1,1,2,1,2,2,2,2,1,46,,13,2,1969,17,8,1,1,20,1,,,1,1,5,1,2,1,"ARRIENDO DE MAQUINARIAS, ES INMOBILIARIA",1,ADMINISTRADORA DE INMOBILIARIA,1,"SERVICIOS SE PRESTAN A PRIVADOS, INSTITUCIONES",3334,2,3,,,,,,,-,,-,,-,,,8,4,2,9,-,8,6,1,9,-,88,1,3,1,2,1,1,1,0,1,12,11,11,3,1,-,1,-,1,4,3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,0.491,2,46,4,3,3,4
1037,De Los Lagos,10,Ancud,1,9,4,9,13,2,3,2,4,3,3,2,2,2,2,2,2,2,2,2,9,-,9,-,4,-,4,-,7,7,8,3,6,6,3,1,3,3,3,2,4,2,4,6,6,6,2,4,5,6,6,3,2,2,3,4,3,3,6,6,4,2,2,4,3,2,4,2,2,5,1,2,2,4,4,2,4,4,1,3,4,4,4,4,2,4,1,3,4,4,4,3,4,1,4,1,1,5,1,2,2,1,3,3,3,3,1,3,3,3,5,5,5,1,1,3,1,4,1,1,1,1,1,1,2,1,1,1,3,3,,-,2,1,4,1,1,2,1,1,4,1,1,2,2,2,4,5,1,3,3,1,1,1,5,5,4,2,9,9,1,3,2,2,4,1,4,4,4,2,2,2,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,-,,1,1,1,1,2,1,2,3,2,1,4,5,1,1,50,,13,1,1965,12,4,1,1,10,2,,,2,,,2,2,1,ARTESANO,1,"ARTESANA EN MADERA, CORTAR, PEGAR, ARMAR ARTESANA EN MADERA",1,ARTESANA ENMADERA,7317,2,1,1,1,10,2,2,1,ARTESANA EN MADERA,1,"ARMAR ARTESANA 3N MADERA, PEGAR, UNIR LA MADERA",1,ARTESANA EN MADERA,7317,2,3,3,3,8,CRISTIANA,7,5,1,99,-,88,1,2,1,2,1,0,1,0,98,,9,8,1,1,-,1,-,4,3,4,1,1,1,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,0.917,1,50,4,4,4,3
1039,De Los Lagos,10,Osorno,1,8,4,6,3,10,3,1,4,3,2,1,3,1,1,1,1,8,8,2,7,-,,-,2,-,,-,7,7,6,6,6,6,4,6,6,6,6,6,4,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,8,6,6,3,3,3,7,4,88,6,6,3,7,1,8,2,2,4,2,2,3,4,4,2,2,2,2,3,2,2,4,4,2,2,2,2,2,2,1,4,2,2,1,1,1,8,2,8,1,8,2,1,4,4,8,8,8,1,2,4,2,2,2,2,2,2,2,1,4,3,3,2,,-,3,8,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2005,12,3,1,2,,,,,,,,,,,,,,,,,3,-,2,2,,,,,,2,3,3,4,4,3,1,1,72,,21,12,1943,0,,2,,,1,,,2,,,1,2,1,LABORANTE EN QUMICA,1,ANLISIS DE MADERA,1,PAPELERA,9999,8,3,,,,,,,-,,-,,-,,,0,3,2,1,-,8,4,1,7,-,88,1,1,1,1,99,,99,,98,,7,7,4,1,-,1,-,1,1,4,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0.203,1,72,5,4,4,1
1040,De Los Lagos,10,Osorno,1,8,4,10,11,7,2,2,3,3,3,1,8,2,2,1,1,1,1,2,9,-,9,-,4,-,4,-,7,7,6,6,6,6,4,6,6,6,6,6,4,4,4,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,3,3,7,7,7,5,6,4,3,5,1,2,3,3,3,2,3,2,4,3,3,3,3,3,8,1,2,3,4,3,2,2,2,3,2,1,3,2,2,1,1,3,3,3,3,1,3,1,1,4,4,8,8,2,4,1,2,1,1,1,2,2,2,2,2,2,2,2,2,,-,2,2,4,1,1,2,2,4,4,4,4,4,2,2,4,3,5,3,1,1,3,1,4,4,3,2,2,4,3,3,2,4,4,2,4,3,3,4,4,4,4,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,-,,1,2,3,3,1,3,3,2,3,2,4,4,2,1,49,,8,11,1964,6,1,1,1,48,1,,,2,,,1,2,1,AUXILIAR DE ASEO,1,LIMPIEZA DE MERCADO,1,LIMPIEZA,9112,1,3,,,,,,,-,,-,,-,,,1,2,3,1,-,7,4,1,88,-,88,1,4,1,3,1,0,1,1,1,2,7,8,2,1,-,1,-,1,1,4,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,0.614,2,49,4,4,4,2
1041,De Los Lagos,10,Osorno,1,12,4,3,14,2,3,2,3,2,1,1,2,2,1,1,1,1,1,2,1,-,,-,2,-,,-,5,,2,2,6,6,4,2,2,2,6,6,4,4,2,6,6,6,6,2,2,6,6,4,6,4,4,2,2,6,6,6,6,2,1,2,5,3,4,5,6,2,1,2,2,2,2,2,2,2,4,4,4,4,3,1,1,1,3,4,3,3,3,3,4,3,3,1,2,5,1,2,1,1,3,3,3,3,3,3,3,3,4,4,4,5,3,4,1,2,2,2,2,1,3,2,2,2,2,1,1,2,,-,2,2,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2012,2,2,8,1,1,1,1,4,4,2,2,2,1,1,1,1,1,2,2,2,2,-,1,1,3,1,2,1,1,3,3,1,2,4,1,1,1,25,,13,7,1989,13,7,2,,,1,,,2,,,1,2,1,JORNALERO,1,JORNALERO,1,JORNAL,7112,7,2,1,1,10,1,2,1,OPERARIA DE TELFONO,1,CONTESTAR TELFONO,1,CONTESTAR TELFONOS,4223,1,3,4,3,1,-,6,6,2,,-,5,1,4,1,3,1,1,1,0,1,13,1,9,5,1,-,1,-,1,2,3,1,2,2,1,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1.066,1,25,2,4,3,4
1042,De Los Lagos,10,Osorno,1,12,4,5,1,11,1,2,3,3,3,2,2,2,2,2,2,2,2,3,3,-,,-,2,-,,-,5,,3,4,6,6,2,3,6,6,6,6,3,2,2,6,6,6,6,6,2,6,6,6,2,6,4,6,3,6,6,6,6,2,2,1,1,1,1,1,4,1,1,2,2,3,4,3,3,1,3,3,4,4,3,1,1,3,4,4,4,3,3,3,3,3,3,1,1,3,1,2,1,3,2,2,2,2,2,2,2,1,3,4,4,4,4,4,2,2,2,2,1,2,1,4,2,2,4,1,1,1,7,-,2,1,2,1,1,1,4,4,4,3,4,4,2,2,2,3,5,3,1,1,3,2,2,4,3,1,3,3,3,3,3,3,3,3,3,2,1,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,-,,1,2,3,2,1,1,3,1,1,2,4,4,1,1,27,,14,11,1987,14,5,1,1,50,1,,,2,,,1,2,1,OPERARIO EN FIBRA,1,OPERAR EN FIBRA,1,OPERAR EN FIBRA,8151,1,2,1,1,30,1,1,1,SUPERVISORA DE CAJAS,1,SUPERVISAR CAJAS,1,SUPERVISAR CAJAS,5222,2,4,3,3,1,-,7,5,2,,-,5,1,3,1,3,1,0,1,0,98,,8,10,5,1,-,1,-,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1.066,1,27,2,4,3,4
1043,De Los Lagos,10,Osorno,1,12,4,6,1,13,3,1,4,3,1,1,2,1,1,1,1,1,1,1,5,-,,-,2,-,,-,5,,2,4,4,4,4,2,4,2,4,4,4,4,2,2,2,4,4,2,2,2,6,4,4,4,4,2,2,2,2,6,6,2,1,5,6,4,6,5,6,5,3,2,1,4,2,2,4,4,3,4,4,3,3,3,2,3,3,1,3,3,3,3,1,2,3,1,1,4,1,2,2,1,1,3,1,1,1,3,1,1,4,4,2,4,2,1,2,2,1,2,2,2,2,2,2,2,2,3,3,2,,-,2,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2012,2,2,1,2,,,,,,,,,,,,,,,,,3,-,4,1,4,4,4,1,2,2,2,3,4,2,4,1,1,65,,12,4,1950,10,3,2,,,1,,,2,,,1,2,1,JORNALERO,1,JORNALERO,1,JORNAL,7112,8,3,,,,,,,-,,-,,-,,,3,2,2,2,-,4,6,1,5,-,88,1,1,1,1,1,0,1,0,98,,6,6,2,1,-,1,-,1,1,4,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,0.203,1,65,5,4,3,3
